AuthorId,RecipeId,Rating,Like
1622222C,78088,2.0,0
1622222C,157686,2.0,0
1622222C,73440,2.0,0
1622222C,60628,2.0,0
1622222C,145496,2.0,0
1622222C,82162,2.0,0
1622222C,83286,2.0,0
1622222C,201657,2.0,0
1622222C,115710,2.0,0
1622222C,41734,2.0,0
1622222C,180669,2.0,0
1622222C,116269,2.0,0
1622222C,11799,2.0,0
1622222C,109002,2.0,0
1622222C,53010,2.0,0
1622222C,173785,2.0,0
1622259C,186793,2.0,1
1622333C,27547,2.0,0
1622333C,161290,2.0,0
1622333C,39787,2.0,0
1622333C,148969,2.0,0
1622333C,34406,2.0,0
1622333C,55762,2.0,0
1622333C,76294,2.0,0
1622333C,5477,2.0,0
1622333C,62666,2.0,0
1622333C,5170,2.0,0
1622333C,54625,2.0,0
1622333C,123514,2.0,0
1622333C,250549,2.0,0
1622333C,32246,2.0,0
1622333C,10634,2.0,0
1622333C,25733,2.0,0
1622333C,61038,2.0,0
1622333C,69844,2.0,0
1622333C,132249,2.0,0
1622333C,23231,2.0,0
1622333C,65709,2.0,0
1622333C,58550,2.0,0
1622333C,63743,2.0,0
1622333C,197055,2.0,0
1622333C,117892,2.0,0
1622333C,13651,2.0,0
1622333C,39160,2.0,0
1622333C,88736,2.0,0
1622333C,65851,2.0,0
1622333C,59053,2.0,0
1622333C,38405,2.0,0
1622333C,49994,2.0,1
1622333C,36550,2.0,1
1622333C,123630,2.0,1
1622333C,31520,2.0,1
1622333C,115537,2.0,1
1622451C,125633,2.0,0
1622451C,95825,2.0,0
1622451C,240456,2.0,1
1622493D,255348,2.0,0
1622564C,199814,2.0,0
1622581C,195560,2.0,0
1622603C,36511,2.0,0
1622788C,67781,2.0,0
162282B,13269,2.0,0
162282B,359541,2.0,0
1623063E,296067,2.0,0
1623132C,161360,2.0,0
1623132C,203145,2.0,0
1623132C,65768,2.0,0
1623132C,147392,2.0,0
1623132C,17181,2.0,1
1623132C,73033,2.0,1
1623142A,192896,2.0,0
1623142A,8754,2.0,0
1623142A,95916,2.0,1
1623178A,221907,2.0,0
1623192C,33352,2.0,0
1623428D,314304,2.0,0
1623450A,167055,2.0,1
1623456D,247988,2.0,0
1623580B,73087,2.0,0
1623731E,18643,2.0,0
1623731E,24672,2.0,0
1623731E,79394,2.0,0
1623870C,38298,2.0,0
1623995A,102655,2.0,0
1624002B,105865,2.0,0
1624023E,8902,2.0,0
1624109E,349154,2.0,0
1624115D,25135,2.0,0
1624145B,64639,2.0,0
1624180B,151090,2.0,1
16241C,14740,2.0,0
1624388A,30762,2.0,0
162444E,241306,2.0,0
1624607B,269289,2.0,0
162462B,84492,2.0,0
1624754D,67256,2.0,0
1624772E,49896,2.0,0
1624772E,45562,2.0,0
1624772E,32614,2.0,0
162483D,16632,2.0,1
1625155A,94673,2.0,0
1625155A,389275,2.0,0
1625155A,481310,2.0,0
1625155A,156363,2.0,0
1625155A,64988,2.0,0
1625155A,208229,2.0,0
1625155A,380040,2.0,0
1625155A,70518,2.0,0
1625155A,61731,2.0,0
1625155A,185146,2.0,0
1625155A,97509,2.0,0
1625155A,428528,2.0,0
1625155A,247074,2.0,0
1625155A,437351,2.0,0
1625155A,227107,2.0,0
1625155A,21151,2.0,0
1625155A,75360,2.0,0
1625155A,59836,2.0,0
1625155A,164303,2.0,0
1625155A,34355,2.0,0
1625155A,80839,2.0,0
1625155A,19279,2.0,0
1625155A,76537,2.0,0
1625155A,33056,2.0,0
1625155A,28621,2.0,0
1625155A,172399,2.0,0
1625155A,64884,2.0,0
1625155A,18756,2.0,0
1625155A,410844,2.0,0
1625155A,142127,2.0,0
1625155A,10327,2.0,0
1625155A,301808,2.0,0
1625155A,437998,2.0,0
1625155A,464518,2.0,0
1625155A,388357,2.0,0
1625155A,67230,2.0,0
1625155A,294176,2.0,0
1625155A,31023,2.0,0
1625155A,72442,2.0,0
1625155A,473599,2.0,0
1625155A,21880,2.0,0
1625155A,63469,2.0,0
1625155A,105104,2.0,0
1625155A,379874,2.0,0
1625155A,22358,2.0,0
1625155A,28178,2.0,0
1625155A,20583,2.0,0
1625155A,12575,2.0,0
1625155A,466091,2.0,0
1625155A,76665,2.0,0
1625155A,234020,2.0,0
1625155A,217410,2.0,0
1625155A,110033,2.0,0
1625155A,143823,2.0,0
1625155A,48460,2.0,0
1625155A,14553,2.0,0
1625155A,74382,2.0,0
1625155A,90439,2.0,0
1625155A,20910,2.0,0
1625155A,24464,2.0,0
1625155A,3728,2.0,0
1625155A,59202,2.0,0
1625155A,181101,2.0,0
1625155A,103890,2.0,0
1625155A,57243,2.0,0
1625155A,376141,2.0,0
1625155A,353809,2.0,0
1625155A,83816,2.0,0
1625155A,361930,2.0,0
1625155A,299517,2.0,0
1625155A,483730,2.0,0
1625155A,139205,2.0,0
1625155A,68955,2.0,0
1625155A,427562,2.0,0
1625155A,495608,2.0,0
1625155A,169242,2.0,0
1625155A,459842,2.0,0
1625155A,88437,2.0,0
1625155A,42452,2.0,0
1625155A,32754,2.0,0
1625155A,82037,2.0,0
1625155A,12124,2.0,0
1625155A,276591,2.0,0
1625155A,120511,2.0,0
1625155A,25454,2.0,0
1625155A,4873,2.0,0
1625155A,43511,2.0,0
1625155A,476563,2.0,0
1625155A,239299,2.0,0
1625155A,248008,2.0,0
1625155A,303871,2.0,0
1625155A,439030,2.0,0
1625155A,50507,2.0,0
1625155A,5108,2.0,0
1625155A,42710,2.0,0
1625155A,438318,2.0,0
1625155A,85215,2.0,0
1625155A,77431,2.0,0
1625155A,377597,2.0,0
1625155A,254604,2.0,0
1625155A,52650,2.0,0
1625155A,347541,2.0,0
1625155A,108484,2.0,0
1625155A,332678,2.0,0
1625155A,93536,2.0,0
1625155A,359135,2.0,0
1625155A,23229,2.0,0
1625155A,418022,2.0,0
1625155A,235186,2.0,0
1625155A,313057,2.0,0
1625155A,94826,2.0,0
1625155A,95896,2.0,0
1625155A,188437,2.0,0
1625155A,62761,2.0,0
1625155A,32735,2.0,0
1625155A,49410,2.0,0
1625155A,323417,2.0,0
1625155A,22063,2.0,0
1625155A,74383,2.0,0
1625155A,322156,2.0,0
1625155A,58095,2.0,0
1625155A,19164,2.0,0
1625155A,53559,2.0,0
1625155A,88540,2.0,0
1625155A,278421,2.0,0
1625155A,59573,2.0,0
1625155A,140838,2.0,0
1625155A,33285,2.0,0
1625155A,24132,2.0,0
1625155A,92651,2.0,0
1625155A,385484,2.0,0
1625155A,460469,2.0,0
1625155A,26706,2.0,0
1625155A,22991,2.0,0
1625155A,196177,2.0,0
1625155A,422270,2.0,0
1625155A,3720,2.0,0
1625155A,94116,2.0,0
1625155A,70674,2.0,0
1625155A,435849,2.0,0
1625155A,38292,2.0,0
1625155A,7182,2.0,0
1625155A,121051,2.0,0
1625155A,178607,2.0,0
1625155A,58278,2.0,0
1625155A,74722,2.0,0
1625155A,100283,2.0,0
1625155A,203702,2.0,0
1625155A,61262,2.0,0
1625155A,42111,2.0,0
1625155A,446595,2.0,0
1625155A,91710,2.0,0
1625155A,56719,2.0,0
1625155A,30058,2.0,0
1625155A,16961,2.0,1
1625155A,50511,2.0,1
1625155A,170922,2.0,1
1625155A,346810,2.0,1
1625155A,260609,2.0,1
1625155A,88822,2.0,1
1625155A,454007,2.0,1
1625155A,395816,2.0,1
1625155A,319921,2.0,1
1625155A,177519,2.0,1
1625155A,71338,2.0,1
1625155A,290711,2.0,1
1625155A,420785,2.0,1
1625155A,198440,2.0,1
1625155A,370061,2.0,1
1625324B,213809,2.0,0
1625338D,263304,2.0,0
16254C,151446,2.0,1
1625524A,286031,2.0,0
1625524A,268588,2.0,0
1625524A,242833,2.0,0
1625524A,299431,2.0,0
1625524A,106158,2.0,0
1625524A,144589,2.0,0
1625524A,65579,2.0,0
1625524A,246540,2.0,0
1625524A,176707,2.0,0
1625524A,321928,2.0,0
1625524A,332844,2.0,0
1625524A,301969,2.0,1
1625549A,45809,2.0,0
1625552C,393411,2.0,0
1625599C,339453,2.0,0
1625655E,33745,2.0,0
1625655E,97845,2.0,0
1625681C,149328,2.0,0
1625681C,243762,2.0,0
1625700D,4790,2.0,0
162605C,2862,2.0,0
162605C,35988,2.0,0
162633E,31581,2.0,0
1626480C,79090,2.0,0
1626522C,19959,2.0,0
1626603C,32147,2.0,0
1626737D,376575,2.0,0
1626820E,30081,2.0,0
1627161D,84500,2.0,0
1627168B,96150,2.0,0
1627175B,238994,2.0,1
1627294E,53534,2.0,0
1627484D,10125,2.0,0
1627543C,44321,2.0,0
1627722B,107786,2.0,0
1627823C,209470,2.0,1
1627976B,64049,2.0,0
1628095C,50467,2.0,1
1628151C,154400,2.0,0
1628206E,18255,2.0,0
1628303E,289681,2.0,0
1628303E,253380,2.0,0
1628303E,210017,2.0,0
1628344D,12648,2.0,0
162837E,411045,2.0,0
1628409C,158889,2.0,0
1628462C,214588,2.0,0
1628522A,25164,2.0,0
1628902D,42988,2.0,0
1629058D,83828,2.0,0
1629128E,21812,2.0,0
1629251A,88347,2.0,0
1629313E,172250,2.0,0
1629313E,102338,2.0,0
1629349B,35813,2.0,0
162936B,163108,2.0,0
162936B,326705,2.0,0
1629391D,55382,2.0,1
1629391D,12316,2.0,1
162954E,17811,2.0,0
1629586B,30881,2.0,0
1629620B,341512,2.0,0
1629732D,116884,2.0,0
1629732D,50669,2.0,0
1629732D,112334,2.0,0
1629732D,95222,2.0,0
1629732D,83207,2.0,0
1629768C,117825,2.0,0
1630159D,109702,2.0,0
1630159D,193249,2.0,0
1630187D,10744,2.0,0
1630256B,43740,2.0,0
1630256B,211580,2.0,0
1630256B,19004,2.0,0
1630256B,160379,2.0,0
1630351B,9545,2.0,0
163046E,76715,2.0,0
163070A,186437,2.0,0
1630758C,26230,2.0,1
1630985E,350077,2.0,0
1630985E,104958,2.0,0
1630985E,80724,2.0,0
1630985E,71205,2.0,0
1630985E,56826,2.0,0
1630988E,137370,2.0,0
1630988E,118761,2.0,0
163143D,28028,2.0,0
1631696D,426595,2.0,0
163170C,62550,2.0,0
163171E,201801,2.0,0
1631868B,73922,2.0,0
1631868B,131176,2.0,0
1631868B,54257,2.0,0
1631868B,84516,2.0,1
1631948D,380988,2.0,1
1632091B,65387,2.0,0
1632091B,58125,2.0,0
1632091B,247840,2.0,0
1632134B,245755,2.0,0
163228D,47669,2.0,0
163228D,176671,2.0,0
163228D,69004,2.0,0
163228D,106633,2.0,0
163228D,215567,2.0,0
163228D,118639,2.0,1
1632379D,79860,2.0,0
163237B,66448,2.0,0
1632395A,57603,2.0,1
1632471A,49125,2.0,0
1632471A,137212,2.0,0
1632471A,39689,2.0,0
1632471A,152698,2.0,0
1632471A,201139,2.0,0
1632471A,16883,2.0,0
1632471A,40633,2.0,0
1632471A,182409,2.0,0
1632471A,153248,2.0,0
1632773C,317021,2.0,0
1632856E,43100,2.0,0
1632939E,155847,2.0,0
1632939E,24593,2.0,0
1632939E,58516,2.0,0
1632939E,64061,2.0,0
1632939E,113486,2.0,0
1632939E,103126,2.0,0
1632939E,100937,2.0,0
1632939E,158502,2.0,0
1632939E,63785,2.0,0
1632939E,110863,2.0,0
1632939E,88562,2.0,0
1632939E,46922,2.0,0
1632939E,64754,2.0,0
1632939E,90774,2.0,0
1632939E,246562,2.0,0
1632939E,117024,2.0,0
1632939E,49707,2.0,0
1632939E,26191,2.0,1
1632939E,142033,2.0,1
1633092E,40022,2.0,0
163316D,77397,2.0,0
1633251A,18995,2.0,0
1633366B,68659,2.0,0
1633366B,62019,2.0,0
1633366B,59311,2.0,0
1633366B,149257,2.0,1
1633474C,290157,2.0,0
1633475C,130588,2.0,1
1633490E,38564,2.0,0
1633490E,279330,2.0,0
1633490E,22176,2.0,0
1633490E,139536,2.0,0
1633490E,35390,2.0,0
1633490E,8696,2.0,0
1633490E,40632,2.0,0
1633490E,59311,2.0,0
1633613A,158625,2.0,0
1633645D,290442,2.0,0
1633645D,90933,2.0,0
163376C,493413,2.0,1
163392A,216207,2.0,0
163392A,32204,2.0,0
163392A,61199,2.0,0
163392A,340964,2.0,0
163392A,384770,2.0,0
163392A,16028,2.0,0
163392A,45809,2.0,0
163392A,345973,2.0,0
163392A,9004,2.0,0
1634014A,16377,2.0,0
1634014A,335162,2.0,0
1634014A,374836,2.0,1
1634014A,73062,2.0,1
1634014A,14979,2.0,1
1634014A,54060,2.0,1
1634103C,80181,2.0,0
163417A,153756,2.0,1
1634223B,316155,2.0,0
1634419A,8483,2.0,0
1634424B,182724,2.0,0
1634437C,26110,2.0,0
1634581B,136848,2.0,0
1634661A,208583,2.0,0
163492E,128132,2.0,0
163492E,69923,2.0,0
163492E,75659,2.0,0
163492E,171792,2.0,0
163492E,154348,2.0,1
1635043C,8531,2.0,0
1635043C,97590,2.0,0
1635147E,8596,2.0,0
1635147E,355964,2.0,0
1635244D,1356,2.0,1
1635360E,29977,2.0,1
1635401B,296425,2.0,0
1635401B,42861,2.0,0
1635401B,48957,2.0,0
1635401B,38041,2.0,0
1635401B,107968,2.0,0
1635401B,38669,2.0,0
1635401B,26168,2.0,0
1635401B,28851,2.0,0
1635401B,105670,2.0,1
1635401B,49444,2.0,1
1635470A,17186,2.0,0
1635470A,224677,2.0,0
1635470A,82746,2.0,0
1635470A,147637,2.0,0
1635476D,267645,2.0,0
163547E,206191,2.0,0
1635584B,221110,2.0,0
1635839B,95176,2.0,0
1635870E,177621,2.0,0
1636046B,26425,2.0,0
1636093E,47195,2.0,0
1636313E,326900,2.0,0
1636399C,266810,2.0,0
1636630B,32614,2.0,0
1636684D,86868,2.0,0
1636684D,114643,2.0,0
1636684D,129926,2.0,0
1636684D,206434,2.0,0
1636684D,43469,2.0,0
1636684D,52610,2.0,0
163672D,8097,2.0,0
163672D,132079,2.0,0
163672D,151003,2.0,0
163672D,123545,2.0,0
163672D,157961,2.0,0
163672D,6454,2.0,0
163672D,124518,2.0,0
163672D,205707,2.0,0
163672D,33776,2.0,0
163672D,113064,2.0,0
163672D,7346,2.0,0
163672D,26043,2.0,0
163672D,34426,2.0,0
163672D,98221,2.0,0
163672D,21706,2.0,0
163672D,188053,2.0,0
163672D,54257,2.0,0
163672D,128746,2.0,0
163672D,50338,2.0,0
163672D,107144,2.0,0
163672D,230952,2.0,0
163672D,63447,2.0,0
163672D,310364,2.0,0
163672D,50901,2.0,0
163672D,58495,2.0,0
163672D,17917,2.0,0
163672D,31311,2.0,0
163672D,30864,2.0,0
163672D,3441,2.0,0
163672D,163319,2.0,0
163672D,34382,2.0,0
163672D,170485,2.0,0
163672D,164175,2.0,0
163672D,110153,2.0,0
163672D,13182,2.0,0
163672D,95222,2.0,0
163672D,4156,2.0,0
163672D,36553,2.0,0
163672D,194519,2.0,0
163672D,43023,2.0,0
163672D,232993,2.0,0
163672D,82102,2.0,0
163672D,219802,2.0,0
163672D,48153,2.0,0
163672D,33170,2.0,0
163672D,78814,2.0,0
163672D,138596,2.0,0
163672D,162053,2.0,0
163672D,9836,2.0,0
163672D,73440,2.0,0
163672D,106633,2.0,0
163672D,146667,2.0,0
163672D,64810,2.0,0
163672D,46970,2.0,0
163672D,78194,2.0,0
163672D,230902,2.0,0
163672D,87075,2.0,0
163672D,206525,2.0,0
163672D,179874,2.0,0
163672D,140691,2.0,0
163672D,141944,2.0,0
163672D,213259,2.0,0
163672D,73754,2.0,1
163672D,88017,2.0,1
163672D,62707,2.0,1
163672D,137544,2.0,1
163672D,18816,2.0,1
163681E,203212,2.0,0
1636848B,463068,2.0,1
1637072C,398742,2.0,0
1637094E,107786,2.0,0
16371C,26230,2.0,0
163721B,71939,2.0,0
1637452A,5170,2.0,0
1637505A,355689,2.0,0
1637674D,217239,2.0,0
1637713E,29002,2.0,0
1637713E,301008,2.0,0
1637746D,67256,2.0,0
1637799A,48047,2.0,0
163793B,78171,2.0,1
1638062D,265832,2.0,1
1638184D,199205,2.0,0
1638214E,11727,2.0,0
1638214E,9095,2.0,0
1638287E,76470,2.0,0
1638379D,125400,2.0,0
1638530B,10452,2.0,0
1638586A,5418,2.0,1
1638603D,8995,2.0,1
163867A,310723,2.0,0
163872D,3180,2.0,0
163872D,19300,2.0,1
1639026C,9417,2.0,0
1639383A,92201,2.0,0
1639818B,96018,2.0,0
1639818B,218587,2.0,1
163990A,32082,2.0,0
1640374A,128503,2.0,0
1640448E,42882,2.0,0
1640448E,25304,2.0,0
1640448E,100000,2.0,0
1640448E,34351,2.0,0
1640448E,17227,2.0,0
1640448E,86675,2.0,0
1640448E,80246,2.0,0
1640448E,136731,2.0,0
1640448E,10203,2.0,0
1640448E,19072,2.0,0
1640448E,4814,2.0,0
1640448E,16513,2.0,0
1640448E,90001,2.0,0
1640448E,21943,2.0,0
1640448E,61826,2.0,0
1640493C,312427,2.0,0
1640493C,45809,2.0,1
1640493C,177365,2.0,1
164060A,181318,2.0,0
1641027C,29679,2.0,1
164105C,194193,2.0,0
1641129C,45006,2.0,0
164128D,144348,2.0,0
1641304B,19470,2.0,0
1641364B,455574,2.0,0
1641445D,45809,2.0,0
1641492C,9126,2.0,0
1641492C,129844,2.0,1
1641715A,420398,2.0,0
1641742B,22641,2.0,0
1641771D,53345,2.0,0
1641866D,63827,2.0,0
1641970C,25745,2.0,0
1642078E,110085,2.0,1
164225D,493958,2.0,0
1642390E,4075,2.0,0
1642390E,40839,2.0,1
1642420D,47884,2.0,0
1642420D,117892,2.0,0
1642420D,71264,2.0,0
164277C,286120,2.0,0
1642890D,589,2.0,0
1642964B,142156,2.0,0
1642975E,54752,2.0,0
1642975E,136915,2.0,0
1643068E,49587,2.0,0
1643144D,109685,2.0,0
1643144D,108447,2.0,0
1643149E,104182,2.0,0
1643284E,44126,2.0,0
1643478A,205890,2.0,0
1643484C,314080,2.0,1
1643510E,261606,2.0,0
1643520C,41370,2.0,0
1643537A,89164,2.0,0
1643718E,79662,2.0,0
1643766A,159576,2.0,0
1643872C,371604,2.0,0
1643887A,20671,2.0,0
1643985B,154388,2.0,0
164417A,152433,2.0,1
1644307E,116266,2.0,0
1644307E,12083,2.0,0
1644307E,35623,2.0,0
1644482E,163033,2.0,0
1644482E,120707,2.0,0
164455E,51213,2.0,1
1644763B,50019,2.0,0
1644791B,73264,2.0,0
1644791B,45809,2.0,0
1644891E,83083,2.0,0
1644891E,65161,2.0,0
164492E,335534,2.0,0
164492E,87258,2.0,0
1645262B,59319,2.0,0
164555C,51997,2.0,0
164555C,73440,2.0,0
164555C,88395,2.0,0
164555C,150384,2.0,0
164555C,20591,2.0,0
164555C,26446,2.0,0
164555C,211588,2.0,0
164555C,75520,2.0,0
164555C,16656,2.0,0
164555C,184546,2.0,0
164555C,9795,2.0,1
164555C,103750,2.0,1
164555C,43469,2.0,1
1645665C,180133,2.0,1
1645796D,26110,2.0,0
1645835C,55229,2.0,0
1645840E,16702,2.0,0
1645840E,52253,2.0,0
1645840E,73710,2.0,0
1645840E,25885,2.0,0
1645840E,107997,2.0,0
1646165E,56489,2.0,0
164627A,74735,2.0,0
164661C,201839,2.0,0
1646625B,98869,2.0,0
1646625B,481341,2.0,0
1646625B,135740,2.0,0
1646625B,282672,2.0,0
1646625B,408419,2.0,0
1646625B,268685,2.0,0
1646625B,408344,2.0,0
1646625B,457123,2.0,0
1646625B,368745,2.0,0
1646625B,12877,2.0,0
1646625B,467284,2.0,0
1646625B,54269,2.0,0
1646625B,424471,2.0,0
1646625B,457304,2.0,0
1646625B,483163,2.0,0
1646625B,317121,2.0,0
1646625B,136709,2.0,0
1646625B,323425,2.0,0
1646625B,369475,2.0,0
1646625B,464056,2.0,0
1646625B,7904,2.0,0
1646625B,124613,2.0,0
1646625B,458056,2.0,0
1646625B,470507,2.0,0
1646625B,461092,2.0,0
1646625B,422436,2.0,0
1646625B,53832,2.0,0
1646625B,139177,2.0,0
1646625B,466207,2.0,0
1646625B,295986,2.0,0
1646625B,394498,2.0,0
1646625B,465617,2.0,0
1646625B,403450,2.0,0
1646625B,202377,2.0,0
1646625B,7553,2.0,0
1646625B,289061,2.0,0
1646625B,261318,2.0,0
1646625B,164239,2.0,0
1646625B,412282,2.0,0
1646625B,305486,2.0,0
1646625B,320417,2.0,0
1646625B,336624,2.0,0
1646625B,218375,2.0,1
1646625B,364748,2.0,1
1646625B,244528,2.0,1
1646625B,171163,2.0,1
1646625B,456381,2.0,1
1646625B,393546,2.0,1
1646625B,254788,2.0,1
1646625B,456660,2.0,1
1646625B,171596,2.0,1
1646625B,320992,2.0,1
1646625B,358155,2.0,1
1646625B,93431,2.0,1
1646625B,388063,2.0,1
1646625B,461074,2.0,1
1646625B,18816,2.0,1
1646625B,289491,2.0,1
1646625B,428343,2.0,1
1646625B,263420,2.0,1
1646625B,239920,2.0,1
1646625B,283524,2.0,1
1646625B,279997,2.0,1
1646625B,251715,2.0,1
1646625B,481917,2.0,1
1646625B,273697,2.0,1
1646625B,50587,2.0,1
1646625B,392507,2.0,1
1646625B,446996,2.0,1
1646625B,216479,2.0,1
1646625B,238951,2.0,1
1646625B,321000,2.0,1
1646625B,334452,2.0,1
1646625B,229108,2.0,1
1646625B,5408,2.0,1
1646625B,169739,2.0,1
1646625B,107786,2.0,1
1646625B,462490,2.0,1
1646625B,309722,2.0,1
1646625B,226300,2.0,1
1646625B,457122,2.0,1
1646625B,478896,2.0,1
1646625B,424977,2.0,1
1646625B,255607,2.0,1
1646625B,371566,2.0,1
1646625B,458421,2.0,1
1646625B,261807,2.0,1
1646625B,449678,2.0,1
1646631B,492467,2.0,0
1646668E,122054,2.0,1
164669C,29175,2.0,0
164669C,27136,2.0,0
164693A,52799,2.0,0
1647028D,292029,2.0,0
1647167E,120062,2.0,0
1647273E,50767,2.0,0
1647312C,367918,2.0,0
164735B,17320,2.0,0
1647571C,39087,2.0,0
1647625A,371458,2.0,0
1647654B,15242,2.0,0
1647829A,420398,2.0,0
1647861A,370806,2.0,0
1647974E,217513,2.0,0
1648033D,25730,2.0,0
1648165E,104405,2.0,0
1648369D,256500,2.0,1
164839E,33919,2.0,0
164871D,51230,2.0,0
1648746C,284370,2.0,0
1648954A,260107,2.0,0
1649049B,12458,2.0,0
1649099A,303952,2.0,1
1649291E,286920,2.0,1
1649368C,295029,2.0,1
1649440D,112683,2.0,0
164958C,374090,2.0,1
1649754D,215370,2.0,0
164994C,221743,2.0,0
1650026A,222697,2.0,0
1650052A,289827,2.0,0
165007D,47077,2.0,1
1650267E,68955,2.0,0
1650267E,180493,2.0,0
1650267E,7667,2.0,0
1650316E,32728,2.0,0
1650338D,11389,2.0,0
1650344E,431508,2.0,0
165035C,18124,2.0,0
165035C,56231,2.0,0
16505B,116829,2.0,1
1650606D,349136,2.0,0
1650606D,427681,2.0,0
1650606D,448267,2.0,0
1650606D,51532,2.0,0
1650606D,387691,2.0,0
1650606D,230453,2.0,0
1650606D,389429,2.0,0
1650606D,430119,2.0,0
1650606D,111044,2.0,0
1650606D,414059,2.0,0
1650606D,292798,2.0,0
1650606D,425399,2.0,0
1650606D,308205,2.0,0
1650606D,398164,2.0,0
1650606D,51721,2.0,0
1650606D,504179,2.0,0
1650606D,68175,2.0,0
1650606D,218013,2.0,0
1650606D,413671,2.0,0
1650606D,455490,2.0,0
1650606D,454069,2.0,0
1650606D,503235,2.0,0
1650606D,375531,2.0,0
1650606D,204974,2.0,0
1650606D,400685,2.0,0
1650606D,380605,2.0,1
1650606D,393320,2.0,1
1650606D,289348,2.0,1
1650606D,172115,2.0,1
1650606D,197195,2.0,1
1650606D,74691,2.0,1
1650606D,493320,2.0,1
1650606D,349848,2.0,1
1650606D,347591,2.0,1
1650606D,221807,2.0,1
1650606D,416300,2.0,1
1650606D,19012,2.0,1
1650606D,402637,2.0,1
1650606D,386942,2.0,1
1650606D,301584,2.0,1
1650606D,256802,2.0,1
165079E,381029,2.0,0
165079E,234344,2.0,0
1650810E,379568,2.0,1
165091E,66459,2.0,0
1651150B,25186,2.0,0
1651195A,43990,2.0,1
1651197E,71203,2.0,0
1651287A,74629,2.0,0
165136C,329255,2.0,0
1651695C,64196,2.0,0
1651776A,80407,2.0,0
1651776A,25723,2.0,0
1651806C,99918,2.0,0
165181E,152539,2.0,0
165182D,26181,2.0,0
165190E,72075,2.0,0
1651962B,125170,2.0,0
1652008A,135350,2.0,0
1652009B,236632,2.0,0
1652083D,68929,2.0,0
1652220D,272453,2.0,0
1652282D,9920,2.0,0
165242B,156416,2.0,0
1652522E,33919,2.0,1
1652766C,129368,2.0,0
1652806A,140954,2.0,1
165330B,140166,2.0,0
165330B,52348,2.0,0
165330B,97445,2.0,1
1653613C,29884,2.0,0
1653613C,304181,2.0,0
1653613C,80866,2.0,0
1653613C,83464,2.0,0
1653912D,162873,2.0,0
1653912D,199409,2.0,0
165394D,128543,2.0,1
1654009B,91512,2.0,0
1654009B,9872,2.0,0
1654009B,8794,2.0,0
1654009B,109872,2.0,0
1654009B,11923,2.0,0
1654181D,34839,2.0,0
1654181D,243521,2.0,0
165447A,219123,2.0,0
165474E,81118,2.0,0
1654753B,91642,2.0,0
1654753B,29833,2.0,0
1654753B,30050,2.0,0
165484B,141311,2.0,0
1654897B,16773,2.0,0
1654897B,237400,2.0,0
1655021D,277833,2.0,0
1655021D,369323,2.0,1
165511A,45746,2.0,0
1655120A,296276,2.0,0
165533A,78712,2.0,0
165534B,17753,2.0,0
165534B,100689,2.0,0
1655530E,378109,2.0,0
1655756B,13741,2.0,0
165583B,9860,2.0,0
165587B,39466,2.0,0
1655921C,142432,2.0,0
1655921C,229498,2.0,0
1655928D,5208,2.0,1
1655946B,349189,2.0,0
1655946B,505484,2.0,0
1656078C,348096,2.0,0
1656078C,43072,2.0,0
1656078C,35659,2.0,0
1656078C,104335,2.0,0
1656078C,64157,2.0,0
1656078C,145064,2.0,0
1656078C,269724,2.0,0
1656078C,230493,2.0,0
1656101C,92839,2.0,0
1656109E,74620,2.0,0
1656165C,497380,2.0,0
1656282D,410707,2.0,0
1656750C,498384,2.0,0
165712D,76719,2.0,1
1657482C,58796,2.0,0
1657497B,63828,2.0,0
1657508E,107786,2.0,0
165753C,430746,2.0,0
1657589E,141290,2.0,1
1657646D,125209,2.0,0
1657728D,749,2.0,0
165814D,124176,2.0,0
1658198D,38846,2.0,0
1658198D,29679,2.0,0
1658235E,120423,2.0,0
1658294E,340621,2.0,0
1658440B,93099,2.0,0
1658467D,112979,2.0,0
1658473A,294481,2.0,0
1658473A,293156,2.0,0
1658473A,344031,2.0,0
1658473A,503126,2.0,0
1658473A,221283,2.0,0
1658473A,416421,2.0,0
1658473A,496093,2.0,0
1658473A,215815,2.0,0
1658473A,315991,2.0,0
1658473A,211227,2.0,0
1658473A,264190,2.0,0
1658473A,367593,2.0,0
1658473A,216431,2.0,0
1658473A,250065,2.0,0
1658473A,423845,2.0,0
1658473A,189033,2.0,0
1658473A,277420,2.0,0
1658473A,36250,2.0,0
1658473A,38253,2.0,0
1658473A,459479,2.0,0
1658473A,293984,2.0,0
1658473A,240931,2.0,0
1658473A,278513,2.0,0
1658473A,456951,2.0,0
1658473A,272444,2.0,0
1658473A,433627,2.0,0
1658473A,251319,2.0,0
1658473A,304204,2.0,0
1658473A,398255,2.0,0
1658473A,470412,2.0,0
1658473A,423601,2.0,0
1658473A,423400,2.0,0
1658473A,124803,2.0,0
1658473A,339967,2.0,0
1658473A,350474,2.0,0
1658473A,459271,2.0,0
1658473A,468439,2.0,0
1658473A,368569,2.0,0
1658473A,273999,2.0,0
1658473A,370424,2.0,0
1658473A,192958,2.0,0
1658473A,275759,2.0,0
1658473A,153687,2.0,0
1658473A,271846,2.0,0
1658473A,226737,2.0,0
1658473A,485252,2.0,0
1658473A,457280,2.0,0
1658473A,300312,2.0,0
1658473A,105100,2.0,0
1658473A,482653,2.0,0
1658473A,408140,2.0,0
